review,rating,date,bank,source,sentiment_label,sentiment_score,themes
✌️✌️,5,2024-11-20,BOA,Google Play,neutral,0.0,Uncategorized
please this app on my android phone,3,2024-11-20,BOA,Google Play,positive,0.3182,UI & Usability
goat 🐐 🐐,5,2024-11-19,BOA,Google Play,neutral,0.0,Uncategorized
"your app doesn't match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,positive,0.2732,"Customer Feedback, UI & Usability, Feature Request, Functionality"
fast and reliable,5,2024-11-18,BOA,Google Play,neutral,0.0,Transaction Speed
"the worst app update ever. why would you include the ""developer option off"" thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,negative,-0.3485,"Negative Feedback, UI & Usability, Feature Request, Transaction Usage, Customer Feedback"
very good,5,2024-11-14,BOA,Google Play,positive,0.4927,Customer Feedback
one of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,negative,-0.5423,"Customer Feedback, App Purpose"
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,positive,0.9803,Uncategorized
oene,5,2024-11-12,BOA,Google Play,neutral,0.0,Uncategorized
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,positive,0.4019,Uncategorized
it good,5,2024-11-12,BOA,Google Play,positive,0.4404,Customer Feedback
"this app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,positive,0.3182,"Transaction Speed, UI & Usability, Functionality"
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,neutral,0.0,"Customer Feedback, UI & Usability, Functionality"
i need a support the app is not working,5,2024-11-12,BOA,Google Play,positive,0.4019,"Login & Access, UI & Usability, Functionality"
bast bank of ethiopia,5,2024-11-12,BOA,Google Play,neutral,0.0,Customer Feedback
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,neutral,0.0,"UI & Usability, Feature Request"
"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,positive,0.6124,"Customer Feedback, Customer Support, App Purpose"
the worst app i have never seen like this before,1,2024-11-12,BOA,Google Play,negative,-0.7359,"Customer Feedback, Negative Feedback, UI & Usability"
wweeeer,4,2024-11-12,BOA,Google Play,neutral,0.0,Uncategorized
infinx,5,2024-11-12,BOA,Google Play,neutral,0.0,Uncategorized
great service,5,2024-11-12,BOA,Google Play,positive,0.6249,"Customer Feedback, Customer Support"
this app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,neutral,0.0,"Transaction Speed, UI & Usability, Feature Request"
senayt mesfin,4,2024-11-08,BOA,Google Play,neutral,0.0,Uncategorized
bad app vety bad.,1,2024-11-07,BOA,Google Play,negative,-0.7906,"Negative Feedback, UI & Usability"
abessnya banke,5,2024-11-05,BOA,Google Play,neutral,0.0,Customer Feedback
"the most useless app, i never expected such an irrelevant app from boa. big shame!",1,2024-11-04,BOA,Google Play,negative,-0.7569,"App Source, UI & Usability"
okay,5,2024-11-03,BOA,Google Play,positive,0.2263,Uncategorized
professional on banking app,5,2024-11-01,BOA,Google Play,neutral,0.0,"Customer Feedback, UI & Usability, App Purpose"
has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27,BOA,Google Play,positive,0.5719,"Customer Feedback, UI & Usability, Feature Request, Functionality"
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,neutral,0.0,Uncategorized
please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,positive,0.3182,"Login & Access, UI & Usability, Functionality"
fast transfer,5,2024-10-24,BOA,Google Play,neutral,0.0,Transaction Speed
"what's up i can't log in, what's wrong",5,2024-10-22,BOA,Google Play,negative,-0.4767,Uncategorized
amrumehamed,1,2024-10-21,BOA,Google Play,neutral,0.0,Uncategorized
"nice to meet you my proud bank in ethiopia.. i'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? i'm working a lot of international money.but i can't get direct in ethiopia because of don't knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,positive,0.8717,"Login & Access, App Source, Customer Support, UI & Usability, Transaction Usage, Functionality, Customer Feedback"
ደደገነሐ,5,2024-10-15,BOA,Google Play,neutral,0.0,Uncategorized
"terrible bank experience it’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there’s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they’ve put me in embarrassing situations countless times, and customer care never fixes anything. i’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative,-0.8395,"Customer Support, UI & Usability, Feature Request, Transaction Usage, Functionality, Customer Feedback, Transaction Speed"
a painfully slow banking app service. please don't make it your choice!,1,2024-10-13,BOA,Google Play,negative,-0.3382,"Customer Support, UI & Usability, Feature Request, Functionality, Customer Feedback, App Purpose"
good app,4,2024-10-12,BOA,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
best app to me,5,2024-10-11,BOA,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
boa,5,2024-10-11,BOA,Google Play,neutral,0.0,App Source
abdulkadir,5,2024-10-11,BOA,Google Play,neutral,0.0,Uncategorized
bad,1,2024-10-10,BOA,Google Play,negative,-0.5423,Negative Feedback
if it is possible i would gove0 star,1,2024-10-08,BOA,Google Play,neutral,0.0,Uncategorized
nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral,0.0,"Customer Feedback, App Purpose"
overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive,0.714,"Login & Access, UI & Usability, Feature Request, App Platform, Customer Feedback, Transaction Speed"
ok,5,2024-10-04,BOA,Google Play,positive,0.296,Uncategorized
just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,positive,0.4404,"Customer Feedback, Feature Request, Functionality"
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral,0.0,"Customer Feedback, UI & Usability, Feature Request"
"stop telling me what to do with my phone, boa. why does your newly updated app keep asking me to disable the developer options? i’m not slowing down my phone just to use your god damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,negative,-0.4215,"App Source, UI & Usability, Feature Request, Functionality, Customer Feedback"
i'm living out of country how may i download and use mobile banking? it asks me the ethiopia phone number and i can't receive text to confirm because i'm out side the country. so please lete know if i can use while i'm outside the country. thanks,1,2024-10-04,BOA,Google Play,positive,0.7344,"Customer Feedback, UI & Usability, Functionality, App Purpose"
worest app,1,2024-10-03,BOA,Google Play,neutral,0.0,UI & Usability
the worest app ever,1,2024-10-03,BOA,Google Play,neutral,0.0,UI & Usability
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,neutral,0.0,Uncategorized
wwwerrr,5,2024-10-02,BOA,Google Play,neutral,0.0,Uncategorized
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,neutral,0.0,Uncategorized
great for financial company,5,2024-09-30,BOA,Google Play,positive,0.6249,Customer Feedback
very easy to use,5,2024-09-30,BOA,Google Play,positive,0.4927,UI & Usability
the app's crash always.. error.....,3,2024-09-27,BOA,Google Play,negative,-0.6597,UI & Usability
this app is incredibly frustrating to use. it’s filled with issues that make it difficult to navigate and complete tasks efficiently. i’ve never encountered such a poorly designed banking application before. it needs significant improvements to enhance user experience. it deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative,-0.2484,"Login & Access, UI & Usability, Feature Request, Functionality, Customer Feedback, Transaction Speed, App Purpose"
great ui and seamless ux. i love it!!,5,2024-09-25,BOA,Google Play,positive,0.8715,Customer Feedback
that's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,positive,0.2382,"Customer Feedback, UI & Usability, Functionality"
it's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,positive,0.6808,"UI & Usability, Functionality"
i bought a mobile card on this app but i didn't receive it and it took my money and i didn't get my money back.,1,2024-09-21,BOA,Google Play,neutral,0.0,"Transaction Usage, UI & Usability, App Purpose"
amazing,5,2024-09-19,BOA,Google Play,positive,0.5859,UI & Usability
great app with great services,5,2024-09-19,BOA,Google Play,positive,0.8481,"Customer Feedback, Customer Support, UI & Usability"
yes active user,5,2024-09-17,BOA,Google Play,positive,0.6597,"UI & Usability, Functionality"
shameful,1,2024-09-17,BOA,Google Play,negative,-0.4939,Uncategorized
the worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,positive,0.2235,UI & Usability
good application,5,2024-09-16,BOA,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
"how many hours should i wait after transferring money to telebirr, please do something about the transfer delay issue i need my money when ever.",1,2024-09-15,BOA,Google Play,neutral,0.0,"Login & Access, Transaction Usage, Transaction Speed"
"boa is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. this is a huge gap that i observed in boa mobile banking. i didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. after waiting so long, i called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". this is not totally fair.",1,2024-09-15,BOA,Google Play,positive,0.4269,"App Source, Transaction Usage, Functionality, Customer Feedback, Transaction Speed, App Purpose"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,neutral,0.0,Uncategorized
it's not working. it needs a big update. can't you update the app quickly?,1,2024-09-14,BOA,Google Play,neutral,0.0,"Login & Access, UI & Usability, Feature Request, Functionality"
"i am aimohon joel , it's can be good for a better conversation in time 🙂",3,2024-09-14,BOA,Google Play,positive,0.818,"Customer Feedback, Transaction Speed, UI & Usability"
"better app than most mobile apps, but why do i have to turn off developer option every time i wanna use the app?? it's annoying.",1,2024-09-13,BOA,Google Play,negative,-0.4515,"UI & Usability, Language/Other, Customer Feedback, Transaction Speed, App Purpose"
bes and freindly app,5,2024-09-13,BOA,Google Play,neutral,0.0,UI & Usability
it doesn't work.,1,2024-09-12,BOA,Google Play,neutral,0.0,Functionality
"it say ""the request was not successful. please check device connectivity or try again"" why? one of the bank manager told me it is because of my phone's android version which is 9.1 it is ridiculous! disappointing",1,2024-09-11,BOA,Google Play,negative,-0.8758,"Customer Feedback, UI & Usability, Functionality"
how to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,-0.5868,"Negative Feedback, UI & Usability, Functionality"
smart technology,5,2024-09-10,BOA,Google Play,positive,0.4019,Uncategorized
yegema app tish🪨,1,2024-09-08,BOA,Google Play,neutral,0.0,UI & Usability
"this is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form boa, i'm soory!!!",1,2024-09-07,BOA,Google Play,negative,-0.5067,"App Source, UI & Usability, Functionality"
"shockingly bad! even when it decides to work, it's painfully slow and frustrating. such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,-0.9312,"Customer Feedback, Negative Feedback, Feature Request, Functionality"
"it crashes frequently. it launches on android 8.1 but i don't think it actually works on versions less than 10. if so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. it was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,positive,0.9075,"Customer Feedback, UI & Usability, Functionality"
awesome application. but lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,positive,0.3716,"Transaction Speed, UI & Usability, Functionality"
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,neutral,0.0,UI & Usability
fast one,3,2024-09-04,BOA,Google Play,neutral,0.0,Transaction Speed
nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,-0.5023,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
the worest mb app ever!!🙄,1,2024-09-02,BOA,Google Play,neutral,0.0,UI & Usability
it is ok,5,2024-09-01,BOA,Google Play,positive,0.296,Uncategorized
plz fix the apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,positive,0.2211,"UI & Usability, Functionality"
apollo's,1,2024-08-29,BOA,Google Play,neutral,0.0,Uncategorized
the worst experience ever,1,2024-08-29,BOA,Google Play,negative,-0.6249,"Negative Feedback, Transaction Speed"
hussenaliumar,5,2024-08-29,BOA,Google Play,neutral,0.0,Uncategorized
hi i have problem with this app boa mobile i don't know what is wrong with this app i did many times download but it's sam doesn't work if sam like that this app way i have to be customer with them how i know my account and checking save the book is no not enough alone,1,2024-08-28,BOA,Google Play,positive,0.6072,"App Source, UI & Usability, Feature Request, Developer Feedback, Functionality, Customer Feedback, Transaction Speed, App Purpose"
it is not work for my device,5,2024-08-27,BOA,Google Play,neutral,0.0,Functionality
"i'm sick and tiered of enabling and disabling developer option everytime i use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,-0.8106,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
the worst app ever,1,2024-08-26,BOA,Google Play,negative,-0.6249,"Negative Feedback, UI & Usability"
betanya gebre,3,2024-08-23,BOA,Google Play,neutral,0.0,Uncategorized
i dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral,0.0,Functionality
excellent app,5,2024-08-21,BOA,Google Play,positive,0.5719,UI & Usability
"the application used to work well. but after updates i'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,-0.431,"UI & Usability, Feature Request, Functionality"
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral,0.0,Uncategorized
gio,4,2024-08-19,BOA,Google Play,neutral,0.0,Uncategorized
app isn't working,1,2024-08-18,BOA,Google Play,neutral,0.0,"UI & Usability, Functionality"
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive,0.2707,Customer Feedback
don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,-0.4023,"Customer Feedback, Customer Support, Functionality"
"i can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,positive,0.4574,"UI & Usability, Functionality"
horrible,1,2024-08-14,BOA,Google Play,negative,-0.5423,Uncategorized
mostly not working 😑,1,2024-08-14,BOA,Google Play,neutral,0.0,Functionality
awesome 👌,5,2024-08-12,BOA,Google Play,positive,0.8816,Uncategorized
"despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral,0.0,"Customer Feedback, UI & Usability, Functionality"
very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,-0.5256,"UI & Usability, Feature Request, Functionality"
wedi tekle .,5,2024-08-11,BOA,Google Play,neutral,0.0,Uncategorized
bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,-0.5423,"Negative Feedback, UI & Usability"
dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral,0.0,Uncategorized
nice appp,5,2024-08-11,BOA,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral,0.0,Uncategorized
gooood app my dear,5,2024-08-10,BOA,Google Play,positive,0.3818,UI & Usability
harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral,0.0,Uncategorized
"a total disaster of an app. always offline, never works, it's embarassing. i've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,-0.6478,"UI & Usability, Functionality"
gamebela,1,2024-08-08,BOA,Google Play,neutral,0.0,Uncategorized
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,-0.5256,"UI & Usability, Functionality"
"this app takes too long time to be opened. and even it is not working simply as other banks application. why this app does not give a digital invoice. even, i am not able to find where the screeshot is kept after transaction. so, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,positive,0.3182,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
good job,5,2024-08-07,BOA,Google Play,positive,0.4404,Customer Feedback
"worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,-0.7736,"Negative Feedback, UI & Usability, Functionality, Customer Feedback, Transaction Speed"
bad app .,1,2024-08-06,BOA,Google Play,negative,-0.5423,"Negative Feedback, UI & Usability"
"i mean how could a big financial company like this, be this much irresponsible to release this app? you should be ashamed!",1,2024-08-06,BOA,Google Play,negative,-0.5848,"Customer Feedback, UI & Usability"
review,5,2024-08-06,BOA,Google Play,neutral,0.0,Uncategorized
goood,4,2024-08-06,BOA,Google Play,neutral,0.0,Uncategorized
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,neutral,0.0,Uncategorized
is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral,0.0,"UI & Usability, Functionality, Customer Feedback, Transaction Speed, App Purpose"
the previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive,0.4404,"UI & Usability, Functionality"
"i don't know what is wrong with boa as a bank in general. it's been going backwards since last year or so. the app is a disaster to use in every possible way. not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). most of the time, it fails to perform transactions and so on. simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,-0.9198,"App Source, Negative Feedback, UI & Usability, Feature Request, Transaction Usage, Functionality, App Platform, Customer Feedback, Transaction Speed"
"take some note from cbe mobile banking app, it's the best banking app currently take some note and improve ur app . sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,0.7964,"App Source, UI & Usability, Feature Request, Customer Feedback, Transaction Speed, App Purpose"
it's a useless app,1,2024-08-02,BOA,Google Play,negative,-0.4215,UI & Usability
"it's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive,0.5499,"Login & Access, Customer Feedback, Functionality"
poor network,1,2024-08-01,BOA,Google Play,negative,-0.4767,Functionality
not yet completely working this app. i don't know when is it will be working properly! its sad!!!,1,2024-07-31,BOA,Google Play,negative,-0.6449,"UI & Usability, Functionality"
the app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,positive,0.6369,"UI & Usability, Feature Request, Functionality, App Platform, Transaction Speed"
"it's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,-0.4703,"UI & Usability, Functionality"
"this app has become the most troubling every day. it doesn't work. i love the bank, and i hate the app",1,2024-07-31,BOA,Google Play,negative,-0.897,"Customer Feedback, UI & Usability, Functionality"
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,-0.8166,UI & Usability
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral,0.0,Uncategorized
nays,5,2024-07-28,BOA,Google Play,neutral,0.0,Uncategorized
the worst app,1,2024-07-28,BOA,Google Play,negative,-0.6249,"Negative Feedback, UI & Usability"
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative,-0.4019,Functionality
not active,1,2024-07-27,BOA,Google Play,negative,-0.3089,Uncategorized
to get good quality,5,2024-07-27,BOA,Google Play,positive,0.4404,Customer Feedback
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral,0.0,Uncategorized
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral,0.0,"UI & Usability, Functionality"
"is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . if it is not working delete it",1,2024-07-25,BOA,Google Play,negative,-0.2023,"Transaction Usage, UI & Usability, Feature Request, Functionality"
"this app didn't work. they have a new version (new app) but still not compatible with my samsung s8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,neutral,0.0,"UI & Usability, Functionality"
corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,-0.4767,UI & Usability
when i try to use the application it says 'developer setting should be off' where is the setting to off this play still doesn't work for me,3,2024-07-24,BOA,Google Play,positive,0.4118,"Customer Feedback, UI & Usability, Functionality"
fix your apollo!! you guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,0.8983,"Customer Feedback, Functionality"
always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,neutral,0.0,"UI & Usability, Feature Request, Functionality"
"it's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,-0.4779,"UI & Usability, Functionality"
poor application. it turned off by itself,1,2024-07-23,BOA,Google Play,negative,-0.4767,UI & Usability
allowed,5,2024-07-23,BOA,Google Play,neutral,0.0,Uncategorized
it usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative,-0.2263,Uncategorized
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive,0.0772,"Customer Feedback, App Purpose"
"screenshot isn't working, please modify it",2,2024-07-22,BOA,Google Play,negative,-0.2411,Functionality
naziriet measho 89160437,1,2024-07-22,BOA,Google Play,neutral,0.0,Uncategorized
ahmed mohammed husen,3,2024-07-21,BOA,Google Play,neutral,0.0,UI & Usability
is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive,0.25,"UI & Usability, Feature Request, Functionality, App Platform, Customer Feedback, App Purpose"
i have experiance,5,2024-07-19,BOA,Google Play,neutral,0.0,Uncategorized
the app is not working on android 9.1 at all. it shows an error notification and forcefully closes the app. must be fixed asap.,1,2024-07-19,BOA,Google Play,negative,-0.4019,"UI & Usability, Functionality"
crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive,0.744,"Login & Access, Customer Feedback, UI & Usability, Feature Request"
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral,0.0,Uncategorized
the previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,0.4404,UI & Usability
"worst app. it is wise to invest money and you can make it like cbe app. even the incon has no image. my app has better ui than yours. so, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive,0.7506,"App Source, Negative Feedback, UI & Usability, Feature Request, Transaction Usage, Customer Feedback"
mal,5,2024-07-16,BOA,Google Play,neutral,0.0,Uncategorized
it is not working at all,1,2024-07-16,BOA,Google Play,neutral,0.0,Functionality
the poorest mobile banking survice ever. only error reports frequently,1,2024-07-16,BOA,Google Play,negative,-0.7351,"Customer Feedback, App Purpose"
😞😞😞😞,1,2024-07-16,BOA,Google Play,negative,-0.9081,Uncategorized
nice application,4,2025-05-27,DASHEN,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,DASHEN,Google Play,positive,0.4019,"Customer Feedback, Transaction Speed, App Source"
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,DASHEN,Google Play,neutral,0.0,Uncategorized
"worst app possible, i don't think it gets worse than this. least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. even after getting past all the hurdles you are restricted with a min and i believe a max amount of your own money you have access to, not to mention time restrictions; i wasn't able to access my money past midnight multiple times. you can't change tab to another app, having opened this without it crashing.",1,2025-05-15,DASHEN,Google Play,negative,-0.765,"Negative Feedback, UI & Usability, Feature Request, Transaction Usage, Functionality, Transaction Speed"
i'm a dashen bank customer as i know its function and duty. thanks.,5,2025-05-15,DASHEN,Google Play,positive,0.4404,"Customer Feedback, App Source"
i love it,4,2025-05-15,DASHEN,Google Play,positive,0.6369,Uncategorized
amole is the digital mobile application what i prefer.,5,2025-05-15,DASHEN,Google Play,neutral,0.0,"Transaction Speed, UI & Usability, App Purpose"
best mobile banking app👍,5,2025-05-10,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability, App Purpose"
complicated and fake app,1,2025-04-29,DASHEN,Google Play,negative,-0.4767,UI & Usability
its good updation from previous,3,2025-04-25,DASHEN,Google Play,positive,0.4404,Customer Feedback
yarid dima,5,2025-04-17,DASHEN,Google Play,neutral,0.0,Uncategorized
"requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app i've used and always fails when you want to make urgent payments.",2,2025-04-10,DASHEN,Google Play,negative,-0.1779,"UI & Usability, Feature Request, Functionality"
dashin,3,2025-04-08,DASHEN,Google Play,neutral,0.0,Uncategorized
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt i will be not preferring this bank with no unique incentives.,1,2025-03-29,DASHEN,Google Play,negative,-0.7464,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
everything is perfect,5,2025-03-29,DASHEN,Google Play,positive,0.5719,Uncategorized
dashin bank#1,5,2025-03-20,DASHEN,Google Play,neutral,0.0,Customer Feedback
not working,1,2025-03-19,DASHEN,Google Play,neutral,0.0,Functionality
both amole & dashen superapp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,DASHEN,Google Play,negative,-0.6249,"App Source, Negative Feedback, UI & Usability, Customer Feedback, Transaction Speed, App Purpose"
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,DASHEN,Google Play,positive,0.4404,"Transaction Usage, UI & Usability"
i use this app so many times so i like it,5,2025-03-17,DASHEN,Google Play,positive,0.4173,"Customer Feedback, Transaction Speed, UI & Usability, Feature Request"
why did u change the option to transfer to other tellebirr account,1,2025-03-17,DASHEN,Google Play,neutral,0.0,"Transaction Speed, Developer Feedback"
it's nice and simple to use app.,5,2025-03-17,DASHEN,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
just 👍,5,2025-03-15,DASHEN,Google Play,neutral,0.0,Uncategorized
not god its,5,2025-03-14,DASHEN,Google Play,negative,-0.2057,Uncategorized
regarding internet banking i really choice a dashen bank and i have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.thanks!!!,5,2025-03-08,DASHEN,Google Play,negative,-0.6409,"App Source, UI & Usability, Feature Request, Functionality, Customer Feedback, App Purpose"
it doesn't work,1,2025-03-02,DASHEN,Google Play,neutral,0.0,Functionality
ምርጥ,5,2025-02-28,DASHEN,Google Play,neutral,0.0,Uncategorized
please the update is refused to be download on my phone tecno f1. please solve this issue asap,1,2025-02-26,DASHEN,Google Play,positive,0.4939,"UI & Usability, Feature Request, Functionality"
"very poor service, always not responding when ever we need to transfer i rate it 0 !",1,2025-02-23,DASHEN,Google Play,negative,-0.5697,"Login & Access, Customer Support, Transaction Speed"
the recent update is broken. it diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. i know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. i guess the super app is the way to go.,2,2025-02-21,DASHEN,Google Play,positive,0.9354,"UI & Usability, Feature Request, Functionality, Customer Feedback, App Purpose"
